iter	Logloss
591	0.09743172892
592	0.09738645037
593	0.09732818598
594	0.09727176218
595	0.09721337083
596	0.09708945603
597	0.09705655617
598	0.09702756638
599	0.09697972544
600	0.09694758055
601	0.09688349176
602	0.09684239987
603	0.09677994616
604	0.09677052139
605	0.096734319
606	0.09666425213
607	0.09662687824
608	0.09654165743
609	0.09645953441
610	0.09641098502
611	0.09637171791
612	0.09632530038
613	0.09629227361
614	0.09622667721
615	0.096180413
616	0.09614912933
617	0.0960932923
618	0.09599795878
619	0.09594262835
620	0.09590446037
621	0.09583176289
622	0.0957539631
623	0.09573043395
624	0.09568839777
625	0.09567645856
626	0.09560878215
627	0.09558158494
628	0.09552858976
629	0.09549176151
630	0.09544087482
631	0.09541849817
632	0.09537692033
633	0.09534403596
634	0.09532179636
635	0.09525138775
636	0.0952084983
637	0.09515493318
638	0.09510494735
639	0.095055116
640	0.09500975993
641	0.09495558523
642	0.09488664558
643	0.09483129583
644	0.09478288066
645	0.0947474445
646	0.09472530243
647	0.09467043083
648	0.09463056003
649	0.09457442576
650	0.09447045482
651	0.09439532211
652	0.09435324972
653	0.09430734294
654	0.09428802292
655	0.09424077028
656	0.09420205221
657	0.09417224091
658	0.09411240903
659	0.09406658212
660	0.09400520728
661	0.09394428556
662	0.09387955143
663	0.09382900497
664	0.09373990128
665	0.09368457351
666	0.09360336114
667	0.09356699419
668	0.09352004725
669	0.09346926806
670	0.09342150687
671	0.09337499803
672	0.09331747099
673	0.09326893479
674	0.09323511809
675	0.0931734027
676	0.09309006579
677	0.09303242281
678	0.09294097186
679	0.09291904356
680	0.09289491878
681	0.09285079536
682	0.09281640588
683	0.09271415361
684	0.09268166603
685	0.09264021892
686	0.09259656477
687	0.09255967103
688	0.09250140824
689	0.09245474083
690	0.09243013661
691	0.09236920074
692	0.09230062437
693	0.09226751335
694	0.09222641535
695	0.092201814
696	0.09219210099
697	0.09215585236
698	0.09213123974
699	0.09209738122
700	0.09204568123
701	0.09198835438
702	0.09195713355
703	0.09192200767
704	0.09188342788
705	0.09181235893
706	0.09177323689
707	0.09174980926
708	0.0917294899
709	0.09170239121
710	0.09165470586
711	0.09163245242
712	0.09159894751
713	0.0915453783
714	0.09152833348
715	0.09148762604
716	0.09142765768
717	0.09139909716
718	0.09137697169
719	0.09127886653
720	0.09125089114
721	0.09122781423
722	0.09118076414
723	0.0911389124
724	0.09110064556
725	0.09108244379
726	0.09105854342
727	0.09101959938
728	0.09096749381
729	0.09093989031
730	0.09091544471
731	0.09084992079
732	0.09081217168
733	0.09077770634
734	0.09075091643
735	0.09072428901
736	0.0906938394
737	0.09064821507
738	0.09060374009
739	0.09055936144
740	0.09052491656
741	0.09046517073
742	0.09041004561
743	0.09036049767
744	0.09027546831
745	0.09023205796
746	0.09019978299
747	0.09015380697
748	0.09012707057
749	0.09005810578
750	0.09003096488
751	0.08999093416
752	0.08995840757
753	0.0898950459
754	0.08988189279
755	0.08984292099
756	0.08981979986
757	0.0897599606
758	0.08969948941
759	0.08965655727
760	0.08961014064
761	0.08954802065
762	0.08949506645
763	0.08942905237
764	0.0893744896
765	0.08934724737
766	0.08933886111
767	0.0892802166
768	0.08924237501
769	0.08918255785
770	0.08914281658
771	0.08908951781
772	0.08903382812
773	0.08897078651
774	0.08894348894
775	0.08892764238
776	0.08889806998
777	0.08883219152
778	0.08882659887
779	0.08880589686
780	0.08872368181
781	0.08868262178
782	0.08864731681
783	0.08854849726
784	0.08852846854
785	0.08849405786
786	0.08843839484
787	0.08841823644
788	0.08839659813
789	0.08835036408
790	0.08831839269
791	0.08829137555
792	0.08825352525
793	0.08821159298
794	0.08816422825
795	0.08808951095
796	0.08801868202
797	0.08801147454
798	0.08799511447
799	0.08794288946
800	0.08790718391
801	0.08788023644
802	0.08783507621
803	0.08780724419
804	0.0877580428
805	0.08772826655
806	0.08771345417
807	0.08767783809
808	0.08761721842
809	0.08760009057
810	0.08755913682
811	0.08750131424
812	0.08747111684
813	0.08745377578
814	0.08742360612
815	0.08740521303
816	0.08736305603
817	0.087332566
818	0.08731380345
819	0.08726633165
820	0.08719732356
821	0.08716120142
822	0.08714044434
823	0.08708399697
824	0.08703458766
825	0.08700549784
826	0.08697010246
827	0.08691839094
828	0.08689584056
829	0.08689079367
830	0.08686607237
831	0.0868059484
832	0.08676375358
833	0.08671296295
834	0.08668115419
835	0.08662059691
836	0.08658767839
837	0.08654050517
838	0.08650508124
839	0.08646483714
840	0.08642581885
841	0.08640670943
842	0.08635651163
843	0.08633375333
844	0.08627542237
845	0.08624906613
846	0.08618596668
847	0.08614795542
848	0.08611363431
849	0.0860804821
850	0.08601775691
851	0.0859941979
852	0.08596135466
853	0.08592427206
854	0.08589552215
855	0.08584444625
856	0.08580477369
857	0.08577082451
858	0.08573008418
859	0.08570513902
860	0.08564722611
861	0.08562211672
862	0.08560294277
863	0.08556905684
864	0.08554156321
865	0.08552611354
866	0.08546577286
867	0.08542472846
868	0.08538791891
869	0.08534660596
870	0.08530000346
871	0.08528046686
872	0.08525225816
873	0.08523431732
874	0.08519425424
875	0.08518176161
876	0.08517872766
877	0.08514047185
878	0.08509545642
879	0.0850774097
880	0.08505470852
881	0.08502391082
882	0.08494587458
883	0.08492826697
884	0.08486953343
885	0.0848300817
886	0.08478349574
887	0.08474720366
888	0.08472901372
889	0.08470051281
890	0.08467957439
891	0.08464321186
892	0.08462966989
893	0.08459665282
894	0.08455822707
895	0.08452969511
896	0.084484318
897	0.08444156657
898	0.08441282476
899	0.08437015575
900	0.08434650463
901	0.08433203288
902	0.08429240245
903	0.08426382876
904	0.08423257699
905	0.08422845529
906	0.08419303116
907	0.08417638136
908	0.08412425246
909	0.08409799368
910	0.08406081018
911	0.0840166826
912	0.08398151517
913	0.08397089056
914	0.08394955201
915	0.08391678147
916	0.0838229988
917	0.08374172582
918	0.08371865864
919	0.08364724676
920	0.08359157311
921	0.08358555044
922	0.08357087873
923	0.08352034483
924	0.08350248301
925	0.08343268954
926	0.08340564633
927	0.08335531043
928	0.08333102595
929	0.08329633005
930	0.08323996495
931	0.08317111019
932	0.08312955489
933	0.08309470838
934	0.08306837179
935	0.08302629899
936	0.08298230643
937	0.08294937604
938	0.08291697872
939	0.0828980364
940	0.0828493495
941	0.08278381261
942	0.08275774914
943	0.0827182461
944	0.08269092708
945	0.08262591457
946	0.08258439431
947	0.08255340767
948	0.08247943476
949	0.08242545538
950	0.08239950886
951	0.08237387503
952	0.08236631779
953	0.0823174492
954	0.08231114346
955	0.08227978586
956	0.08224872534
957	0.08221271752
958	0.08217148831
959	0.08212592448
960	0.08210864876
961	0.08207385132
962	0.08201891432
963	0.08197611337
964	0.08191996168
965	0.08187695976
966	0.08183451369
967	0.08179813965
968	0.08176333792
969	0.08173511065
970	0.08170997916
971	0.08167750434
972	0.08163767994
973	0.08160992952
974	0.08158117419
975	0.08156669312
976	0.08152378397
977	0.0814621407
978	0.08140838793
979	0.08137220677
980	0.0813303974
981	0.08127097726
982	0.08125558784
983	0.08120295103
984	0.08117111355
985	0.08114641972
986	0.08113665651
987	0.08108834383
988	0.0810499489
989	0.0810110883
990	0.08098022604
991	0.0809621879
992	0.08091841341
993	0.08090648684
994	0.08084839777
995	0.08082354121
996	0.08079126414
997	0.08073324013
998	0.08072871138
999	0.08069223128
